Sr No,Date,Startup Name,IndUSAtry Vertical,SubVertical,Location,Investors Name,InvestmentType,Amount,IsAmountDisclosed
203,12-07-2018,5th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,Seed/ Angel Funding,500000,1
204,13-07-2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000,1
205,17-07-2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000,1
206,17-07-2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000,1
207,18-07-2018,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed/ Angel Funding,1500000,1
208,19-07-2018,BookMyShow,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000,1
209,20-07-2018,HousingMan,Consumer Internet,Property Discovery Platform,Bangalore,Undisclosed,Seed/ Angel Funding,1500000,1
210,21-07-2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000,1
211,23-07-2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,Undisclosed,Seed/ Angel Funding,0,0
212,23-07-2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280000,1
342,22-03-2018,i2i Funding,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed / Angel Funding,768000,1
214,24-07-2018,kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,Seed/ Angel Funding,180000,1
215,24-07-2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000,1
216,25-07-2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000,1
217,25-07-2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000,1
218,25-07-2018,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed/ Angel Funding,2500000,1
384,21-02-2018,High Radius,Technology,Cloud-based Software,Hyderabad,"PNC, Citi Ventures",Private Equity,0,0
220,26-07-2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,0,0
221,26-07-2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000,1
222,30-07-2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000,1
223,30-07-2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000,1
224,31-07-2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000,1
225,31-07-2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000,1
226,01-06-2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,1
227,04-06-2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Seed/ Angel Funding,125000,1
228,04-06-2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0,0
229,05-06-2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,0,0
230,05-06-2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,0,0
231,07-06-2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000,1
232,07-06-2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000,1
233,10-06-2018,Aye Finance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000,1
234,11-06-2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0,0
235,12-06-2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000,1
492,10-11-2017,Happily Unmarried,E-Commerce,Online Gifting platform,New Delhi,Wipro Consumer Care,Private Equity,0,0
1678,04-05-2016,Active AI,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500000,1
238,13-06-2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,300000,1
239,13-06-2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000,1
550,16-10-2017,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,9200000,1
241,14-06-2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed/ Angel Funding,3450000,1
242,14-06-2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000,1
243,18-06-2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,1
244,18-06-2018,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000,1
245,19-06-2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0,0
246,19-06-2018,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100000,1
247,20-06-2018,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000,1
248,22-06-2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,1
1370,13-09-2016,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000,1
250,25-06-2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,4000000,1
251,25-06-2018,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000,1
252,26-06-2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000,1
253,26-06-2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000,1
62,02-07-2019,Renew Buy,Finance,Auto Insurance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000,1
255,28-06-2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed/ Angel Funding,1100000,1
256,28-06-2018,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Seed/ Angel Funding,2000000,1
257,29-06-2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,0,0
258,02-05-2018,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000,1
259,02-05-2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000,1
260,03-05-2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000,1
261,07-05-2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Undisclosed,Seed / Angel Funding,225000,1
262,09-05-2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000,1
263,11-05-2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,949000,1
264,14-05-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000,1
265,16-05-2018,mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,1
266,21-05-2018,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Seed/ Angel Funding,300000,1
2505,10-08-2015,NearBuy ,Hyper-Local Ecommerce,Not Specified,New Delhi,Sequoia Capital,Private Equity,16000000,1
268,22-05-2018,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed/ Angel Funding,500000,1
269,22-05-2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Seed/ Angel Funding,735000,1
270,23-05-2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Seed/ Angel Funding,735000,1
271,23-05-2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000,1
272,24-05-2018,Smartivity,Ed-Tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000,1
273,24-05-2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000,1
274,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12000000,1
275,28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000,1
276,29-05-2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1500000,1
277,29-05-2018,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Amazon Inc. and Mastercard,Private Equity,8000000,1
278,30-05-2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,Private Equity,0,0
279,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000,1
280,31-05-2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000,1
281,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000,1
282,02-04-2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600,1
283,02-04-2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,0,0
284,02-04-2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bangalore,Undisclosed,Seed / Angel Funding,1300000,1
285,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000,1
286,05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000,1
287,05-04-2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000,1
288,09-04-2018,Kaleidofin,Finance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000,1
2603,09-07-2015,NewsInShorts,News Aggregator mobile app,Not Specified,Noida,Tiger Global,Private Equity,0,1
290,09-04-2018,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,0,0
291,09-04-2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Undisclosed,Seed / Angel Funding,46140,1
292,10-04-2018,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Kae Capital Management,Seed / Angel Funding,0,0
293,10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000,1
294,12-04-2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,1000000,1
295,12-04-2018,Aye Finance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000,1
296,13-04-2018,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000000,1
297,16-04-2018,ICanStay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,500000,1
298,16-04-2018,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,0,0
299,18-04-2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000,1
300,19-04-2018,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,0,0
301,19-04-2018,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,0,0
302,19-04-2018,Fyle Technologies,Technology,AI Based Expense Management Platform,Bangalore,Pravega Ventures and Beenext,Seed / Angel Funding,1100000,1
303,19-04-2018,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000,1
304,22-04-2018,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0,0
305,22-04-2018,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,1900000,1
306,22-04-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000,1
307,23-04-2018,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Undisclosed,Seed / Angel Funding,150000,1
308,23-04-2018,Capital Float,Finance,Online Lending Platform,Bangalore,Amazon,Private Equity,22000000,1
309,25-04-2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,246000,1
310,26-04-2018,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000,1
311,26-04-2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0,0
312,27-04-2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000,1
313,29-04-2018,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0,0
314,30-04-2018,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,7500000,1
315,30-04-2018,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed / Angel Funding,978000,1
316,01-03-2018,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0,0
317,01-03-2018,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,3000000,1
318,01-03-2018,Urban Ladder,E-Commerce,Online Furniture Store,Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000,1
319,03-03-2018,Kuvera,Consumer Internet,Online Financial Planning,Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,250000,1
320,04-03-2018,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,1000000,1
321,05-03-2018,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000,1
322,05-03-2018,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,"HDFC Life, HDFC Asset Management",Private Equity,10000000,1
323,05-03-2018,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,6000000,1
324,05-03-2018,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5000000,1
